1101,11,KABUPATEN ACEH SELATAN
1102,11,KABUPATEN ACEH TENGGARA
1103,11,KABUPATEN ACEH TIMUR
1104,11,KABUPATEN ACEH TENGAH
1105,11,KABUPATEN ACEH BARAT
1106,11,KABUPATEN ACEH BESAR
1107,11,KABUPATEN PIDIE
1108,11,KABUPATEN ACEH UTARA
1109,11,KABUPATEN SIMEULUE
1110,11,KABUPATEN ACEH SINGKIL
1111,11,KABUPATEN BIREUEN
1112,11,KABUPATEN ACEH BARAT DAYA
1113,11,KABUPATEN GAYO LUES
1114,11,KABUPATEN ACEH JAYA
1115,11,KABUPATEN NAGAN RAYA
1116,11,KABUPATEN ACEH TAMIANG
1117,11,KABUPATEN BENER MERIAH
1118,11,KABUPATEN PIDIE JAYA
1171,11,KOTA BANDA ACEH
1172,11,KOTA SABANG
1173,11,KOTA LHOKSEUMAWE
1174,11,KOTA LANGSA
1175,11,KOTA SUBULUSSALAM
1201,12,KABUPATEN TAPANULI TENGAH
1202,12,KABUPATEN TAPANULI UTARA
1203,12,KABUPATEN TAPANULI SELATAN
1204,12,KABUPATEN NIAS
1205,12,KABUPATEN LANGKAT
1206,12,KABUPATEN KARO
1207,12,KABUPATEN DELI SERDANG
1208,12,KABUPATEN SIMALUNGUN
1209,12,KABUPATEN ASAHAN
1210,12,KABUPATEN LABUHANBATU
1211,12,KABUPATEN DAIRI
1212,12,KABUPATEN TOBA SAMOSIR
1213,12,KABUPATEN MANDAILING NATAL
1214,12,KABUPATEN NIAS SELATAN
1215,12,KABUPATEN PAKPAK BHARAT
1216,12,KABUPATEN HUMBANG HASUNDUTAN
1217,12,KABUPATEN SAMOSIR
1218,12,KABUPATEN SERDANG BEDAGAI
1219,12,KABUPATEN BATU BARA
1220,12,KABUPATEN PADANG LAWAS UTARA
1221,12,KABUPATEN PADANG LAWAS
1222,12,KABUPATEN LABUHANBATU SELATAN
1223,12,KABUPATEN LABUHANBATU UTARA
1224,12,KABUPATEN NIAS UTARA
1225,12,KABUPATEN NIAS BARAT
1271,12,KOTA MEDAN
1272,12,KOTA PEMATANGSIANTAR
1273,12,KOTA SIBOLGA
1274,12,KOTA TANJUNG BALAI
1275,12,KOTA BINJAI
1276,12,KOTA TEBING TINGGI
1277,12,KOTA PADANGSIDIMPUAN
1278,12,KOTA GUNUNGSITOLI
1301,13,KABUPATEN PESISIR SELATAN
1302,13,KABUPATEN SOLOK
1303,13,KABUPATEN SIJUNJUNG
1304,13,KABUPATEN TANAH DATAR
1305,13,KABUPATEN PADANG PARIAMAN
1306,13,KABUPATEN AGAM
1307,13,KABUPATEN LIMA PULUH KOTA
1308,13,KABUPATEN PASAMAN
1309,13,KABUPATEN KEPULAUAN MENTAWAI
1310,13,KABUPATEN DHARMASRAYA
1311,13,KABUPATEN SOLOK SELATAN
1312,13,KABUPATEN PASAMAN BARAT
1371,13,KOTA PADANG
1372,13,KOTA SOLOK
1373,13,KOTA SAWAHLUNTO
1374,13,KOTA PADANG PANJANG
1375,13,KOTA BUKITTINGGI
1376,13,KOTA PAYAKUMBUH
1377,13,KOTA PARIAMAN
1401,14,KABUPATEN KAMPAR
1402,14,KABUPATEN INDRAGIRI HULU
1403,14,KABUPATEN BENGKALIS
1404,14,KABUPATEN INDRAGIRI HILIR
1405,14,KABUPATEN PELALAWAN
1406,14,KABUPATEN ROKAN HULU
1407,14,KABUPATEN ROKAN HILIR
1408,14,KABUPATEN SIAK
1409,14,KABUPATEN KUANTAN SINGINGI
1410,14,KABUPATEN KEPULAUAN MERANTI
1471,14,KOTA PEKANBARU
1472,14,KOTA DUMAI
1501,15,KABUPATEN KERINCI
1502,15,KABUPATEN MERANGIN
1503,15,KABUPATEN SAROLANGUN
1504,15,KABUPATEN BATANGHARI
1505,15,KABUPATEN MUARO JAMBI
1506,15,KABUPATEN TANJUNG JABUNG BARAT
1507,15,KABUPATEN TANJUNG JABUNG TIMUR
1508,15,KABUPATEN BUNGO
1509,15,KABUPATEN TEBO
1571,15,KOTA JAMBI
1572,15,KOTA SUNGAI PENUH
1601,16,KABUPATEN OGAN KOMERING ULU
1602,16,KABUPATEN OGAN KOMERING ILIR
1603,16,KABUPATEN MUARA ENIM
1604,16,KABUPATEN LAHAT
1605,16,KABUPATEN MUSI RAWAS
1606,16,KABUPATEN MUSI BANYUASIN
1607,16,KABUPATEN BANYUASIN
1608,16,KABUPATEN OGAN KOMERING ULU TIMUR
1609,16,KABUPATEN OGAN KOMERING ULU SELATAN
1610,16,KABUPATEN OGAN ILIR
1611,16,KABUPATEN EMPAT LAWANG
1612,16,KABUPATEN PENUKAL ABAB LEMATANG ILIR
1613,16,KABUPATEN MUSI RAWAS UTARA
1671,16,KOTA PALEMBANG
1672,16,KOTA PAGAR ALAM
1673,16,KOTA LUBUK LINGGAU
1674,16,KOTA PRABUMULIH
1701,17,KABUPATEN BENGKULU SELATAN
1702,17,KABUPATEN REJANG LEBONG
1703,17,KABUPATEN BENGKULU UTARA
1704,17,KABUPATEN KAUR
1705,17,KABUPATEN SELUMA
1706,17,KABUPATEN MUKO MUKO
1707,17,KABUPATEN LEBONG
1708,17,KABUPATEN KEPAHIANG
1709,17,KABUPATEN BENGKULU TENGAH
1771,17,KOTA BENGKULU
1801,18,KABUPATEN LAMPUNG SELATAN
1802,18,KABUPATEN LAMPUNG TENGAH
1803,18,KABUPATEN LAMPUNG UTARA
1804,18,KABUPATEN LAMPUNG BARAT
1805,18,KABUPATEN TULANG BAWANG
1806,18,KABUPATEN TANGGAMUS
1807,18,KABUPATEN LAMPUNG TIMUR
1808,18,KABUPATEN WAY KANAN
1809,18,KABUPATEN PESAWARAN
1810,18,KABUPATEN PRINGSEWU
1811,18,KABUPATEN MESUJI
1812,18,KABUPATEN TULANG BAWANG BARAT
1813,18,KABUPATEN PESISIR BARAT
1871,18,KOTA BANDAR LAMPUNG
1872,18,KOTA METRO
1901,19,KABUPATEN BANGKA
1902,19,KABUPATEN BELITUNG
1903,19,KABUPATEN BANGKA SELATAN
1904,19,KABUPATEN BANGKA TENGAH
1905,19,KABUPATEN BANGKA BARAT
1906,19,KABUPATEN BELITUNG TIMUR
1971,19,KOTA PANGKAL PINANG
2101,21,KABUPATEN BINTAN
2102,21,KABUPATEN KARIMUN
2103,21,KABUPATEN NATUNA
2104,21,KABUPATEN LINGGA
2105,21,KABUPATEN KEPULAUAN ANAMBAS
2171,21,KOTA BATAM
2172,21,KOTA TANJUNG PINANG
3101,31,KABUPATEN KEPULAUAN SERIBU
3171,31,KOTA JAKARTA PUSAT
3172,31,KOTA JAKARTA UTARA
3173,31,KOTA JAKARTA BARAT
3174,31,KOTA JAKARTA SELATAN
3175,31,KOTA JAKARTA TIMUR
3201,32,KABUPATEN BOGOR
3202,32,KABUPATEN SUKABUMI
3203,32,KABUPATEN CIANJUR
3204,32,KABUPATEN BANDUNG
3205,32,KABUPATEN GARUT
3206,32,KABUPATEN TASIKMALAYA
3207,32,KABUPATEN CIAMIS
3208,32,KABUPATEN KUNINGAN
3209,32,KABUPATEN CIREBON
3210,32,KABUPATEN MAJALENGKA
3211,32,KABUPATEN SUMEDANG
3212,32,KABUPATEN INDRAMAYU
3213,32,KABUPATEN SUBANG
3214,32,KABUPATEN PURWAKARTA
3215,32,KABUPATEN KARAWANG
3216,32,KABUPATEN BEKASI
3217,32,KABUPATEN BANDUNG BARAT
3218,32,KABUPATEN PANGANDARAN
3271,32,KOTA BOGOR
3272,32,KOTA SUKABUMI
3273,32,KOTA BANDUNG
3274,32,KOTA CIREBON
3275,32,KOTA BEKASI
3276,32,KOTA DEPOK
3277,32,KOTA CIMAHI
3278,32,KOTA TASIKMALAYA
3279,32,KOTA BANJAR
3301,33,KABUPATEN CILACAP
3302,33,KABUPATEN BANYUMAS
3303,33,KABUPATEN PURBALINGGA
3304,33,KABUPATEN BANJARNEGARA
3305,33,KABUPATEN KEBUMEN
3306,33,KABUPATEN PURWOREJO
3307,33,KABUPATEN WONOSOBO
3308,33,KABUPATEN MAGELANG
3309,33,KABUPATEN BOYOLALI
3310,33,KABUPATEN KLATEN
3311,33,KABUPATEN SUKOHARJO
3312,33,KABUPATEN WONOGIRI
3313,33,KABUPATEN KARANGANYAR
3314,33,KABUPATEN SRAGEN
3315,33,KABUPATEN GROBOGAN
3316,33,KABUPATEN BLORA
3317,33,KABUPATEN REMBANG
3318,33,KABUPATEN PATI
3319,33,KABUPATEN KUDUS
3320,33,KABUPATEN JEPARA
3321,33,KABUPATEN DEMAK
3322,33,KABUPATEN SEMARANG
3323,33,KABUPATEN TEMANGGUNG
3324,33,KABUPATEN KENDAL
3325,33,KABUPATEN BATANG
3326,33,KABUPATEN PEKALONGAN
3327,33,KABUPATEN PEMALANG
3328,33,KABUPATEN TEGAL
3329,33,KABUPATEN BREBES
3371,33,KOTA MAGELANG
3372,33,KOTA SURAKARTA
3373,33,KOTA SALATIGA
3374,33,KOTA SEMARANG
3375,33,KOTA PEKALONGAN
3376,33,KOTA TEGAL
3401,34,KABUPATEN KULON PROGO
3402,34,KABUPATEN BANTUL
3403,34,KABUPATEN GUNUNGKIDUL
3404,34,KABUPATEN SLEMAN
3471,34,KOTA YOGYAKARTA
3501,35,KABUPATEN PACITAN
3502,35,KABUPATEN PONOROGO
3503,35,KABUPATEN TRENGGALEK
3504,35,KABUPATEN TULUNGAGUNG
3505,35,KABUPATEN BLITAR
3506,35,KABUPATEN KEDIRI
3507,35,KABUPATEN MALANG
3508,35,KABUPATEN LUMAJANG
3509,35,KABUPATEN JEMBER
3510,35,KABUPATEN BANYUWANGI
3511,35,KABUPATEN BONDOWOSO
3512,35,KABUPATEN SITUBONDO
3513,35,KABUPATEN PROBOLINGGO
3514,35,KABUPATEN PASURUAN
3515,35,KABUPATEN SIDOARJO
3516,35,KABUPATEN MOJOKERTO
3517,35,KABUPATEN JOMBANG
3518,35,KABUPATEN NGANJUK
3519,35,KABUPATEN MADIUN
3520,35,KABUPATEN MAGETAN
3521,35,KABUPATEN NGAWI
3522,35,KABUPATEN BOJONEGORO
3523,35,KABUPATEN TUBAN
3524,35,KABUPATEN LAMONGAN
3525,35,KABUPATEN GRESIK
3526,35,KABUPATEN BANGKALAN
3527,35,KABUPATEN SAMPANG
3528,35,KABUPATEN PAMEKASAN
3529,35,KABUPATEN SUMENEP
3571,35,KOTA KEDIRI
3572,35,KOTA BLITAR
3573,35,KOTA MALANG
3574,35,KOTA PROBOLINGGO
3575,35,KOTA PASURUAN
3576,35,KOTA MOJOKERTO
3577,35,KOTA MADIUN
3578,35,KOTA SURABAYA
3579,35,KOTA BATU
3601,36,KABUPATEN PANDEGLANG
3602,36,KABUPATEN LEBAK
3603,36,KABUPATEN TANGERANG
3604,36,KABUPATEN SERANG
3671,36,KOTA TANGERANG
3672,36,KOTA CILEGON
3673,36,KOTA SERANG
3674,36,KOTA TANGERANG SELATAN
5101,51,KABUPATEN JEMBRANA
5102,51,KABUPATEN TABANAN
5103,51,KABUPATEN BADUNG
5104,51,KABUPATEN GIANYAR
5105,51,KABUPATEN KLUNGKUNG
5106,51,KABUPATEN BANGLI
5107,51,KABUPATEN KARANGASEM
5108,51,KABUPATEN BULELENG
5171,51,KOTA DENPASAR
5201,52,KABUPATEN LOMBOK BARAT
5202,52,KABUPATEN LOMBOK TENGAH
5203,52,KABUPATEN LOMBOK TIMUR
5204,52,KABUPATEN SUMBAWA
5205,52,KABUPATEN DOMPU
5206,52,KABUPATEN BIMA
5207,52,KABUPATEN SUMBAWA BARAT
5208,52,KABUPATEN LOMBOK UTARA
5271,52,KOTA MATARAM
5272,52,KOTA BIMA
5301,53,KABUPATEN KUPANG
5302,53,KABUPATEN TIMOR TENGAH SELATAN
5303,53,KABUPATEN TIMOR TENGAH UTARA
5304,53,KABUPATEN BELU
5305,53,KABUPATEN ALOR
5306,53,KABUPATEN FLORES TIMUR
5307,53,KABUPATEN SIKKA
5308,53,KABUPATEN ENDE
5309,53,KABUPATEN NGADA
5310,53,KABUPATEN MANGGARAI
5311,53,KABUPATEN SUMBA TIMUR
5312,53,KABUPATEN SUMBA BARAT
5313,53,KABUPATEN LEMBATA
5314,53,KABUPATEN ROTE NDAO
5315,53,KABUPATEN MANGGARAI BARAT
5316,53,KABUPATEN NAGEKEO
5317,53,KABUPATEN SUMBA TENGAH
5318,53,KABUPATEN SUMBA BARAT DAYA
5319,53,KABUPATEN MANGGARAI TIMUR
5320,53,KABUPATEN SABU RAIJUA
5321,53,KABUPATEN MALAKA
5371,53,KOTA KUPANG
6101,61,KABUPATEN SAMBAS
6102,61,KABUPATEN MEMPAWAH
6103,61,KABUPATEN SANGGAU
6104,61,KABUPATEN KETAPANG
6105,61,KABUPATEN SINTANG
6106,61,KABUPATEN KAPUAS HULU
6107,61,KABUPATEN BENGKAYANG
6108,61,KABUPATEN LANDAK
6109,61,KABUPATEN SEKADAU
6110,61,KABUPATEN MELAWI
6111,61,KABUPATEN KAYONG UTARA
6112,61,KABUPATEN KUBU RAYA
6171,61,KOTA PONTIANAK
6172,61,KOTA SINGKAWANG
6201,62,KABUPATEN KOTAWARINGIN BARAT
6202,62,KABUPATEN KOTAWARINGIN TIMUR
6203,62,KABUPATEN KAPUAS
6204,62,KABUPATEN BARITO SELATAN
6205,62,KABUPATEN BARITO UTARA
6206,62,KABUPATEN KATINGAN
6207,62,KABUPATEN SERUYAN
6208,62,KABUPATEN SUKAMARA
6209,62,KABUPATEN LAMANDAU
6210,62,KABUPATEN GUNUNG MAS
6211,62,KABUPATEN PULANG PISAU
6212,62,KABUPATEN MURUNG RAYA
6213,62,KABUPATEN BARITO TIMUR
6271,62,KOTA PALANGKARAYA
6301,63,KABUPATEN TANAH LAUT
6302,63,KABUPATEN KOTABARU
6303,63,KABUPATEN BANJAR
6304,63,KABUPATEN BARITO KUALA
6305,63,KABUPATEN TAPIN
6306,63,KABUPATEN HULU SUNGAI SELATAN
6307,63,KABUPATEN HULU SUNGAI TENGAH
6308,63,KABUPATEN HULU SUNGAI UTARA
6309,63,KABUPATEN TABALONG
6310,63,KABUPATEN TANAH BUMBU
6311,63,KABUPATEN BALANGAN
6371,63,KOTA BANJARMASIN
6372,63,KOTA BANJARBARU
6401,64,KABUPATEN PASER
6402,64,KABUPATEN KUTAI KARTANEGARA
6403,64,KABUPATEN BERAU
6407,64,KABUPATEN KUTAI BARAT
6408,64,KABUPATEN KUTAI TIMUR
6409,64,KABUPATEN PENAJAM PASER UTARA
6411,64,KABUPATEN MAHAKAM ULU
6471,64,KOTA BALIKPAPAN
6472,64,KOTA SAMARINDA
6474,64,KOTA BONTANG
6501,65,KABUPATEN BULUNGAN
6502,65,KABUPATEN MALINAU
6503,65,KABUPATEN NUNUKAN
6504,65,KABUPATEN TANA TIDUNG
6571,65,KOTA TARAKAN
7101,71,KABUPATEN BOLAANG MONGONDOW
7102,71,KABUPATEN MINAHASA
7103,71,KABUPATEN KEPULAUAN SANGIHE
7104,71,KABUPATEN KEPULAUAN TALAUD
7105,71,KABUPATEN MINAHASA SELATAN
7106,71,KABUPATEN MINAHASA UTARA
7107,71,KABUPATEN MINAHASA TENGGARA
7108,71,KABUPATEN BOLAANG MONGONDOW UTARA
7109,71,KABUPATEN KEPULAUAN SIAU TAGULANDANG BIARO
7110,71,KABUPATEN BOLAANG MONGONDOW TIMUR
7111,71,KABUPATEN BOLAANG MONGONDOW SELATAN
7171,71,KOTA MANADO
7172,71,KOTA BITUNG
7173,71,KOTA TOMOHON
7174,71,KOTA KOTAMOBAGU
7201,72,KABUPATEN BANGGAI
7202,72,KABUPATEN POSO
7203,72,KABUPATEN DONGGALA
7204,72,KABUPATEN TOLI TOLI
7205,72,KABUPATEN BUOL
7206,72,KABUPATEN MOROWALI
7207,72,KABUPATEN BANGGAI KEPULAUAN
7208,72,KABUPATEN PARIGI MOUTONG
7209,72,KABUPATEN TOJO UNA UNA
7210,72,KABUPATEN SIGI
7211,72,KABUPATEN BANGGAI LAUT
7212,72,KABUPATEN MOROWALI UTARA
7271,72,KOTA PALU
7301,73,KABUPATEN KEPULAUAN SELAYAR
7302,73,KABUPATEN BULUKUMBA
7303,73,KABUPATEN BANTAENG
7304,73,KABUPATEN JENEPONTO
7305,73,KABUPATEN TAKALAR
7306,73,KABUPATEN GOWA
7307,73,KABUPATEN SINJAI
7308,73,KABUPATEN BONE
7309,73,KABUPATEN MAROS
7310,73,KABUPATEN PANGKAJENE KEPULAUAN
7311,73,KABUPATEN BARRU
7312,73,KABUPATEN SOPPENG
7313,73,KABUPATEN WAJO
7314,73,KABUPATEN SIDENRENG RAPPANG
7315,73,KABUPATEN PINRANG
7316,73,KABUPATEN ENREKANG
7317,73,KABUPATEN LUWU
7318,73,KABUPATEN TANA TORAJA
7322,73,KABUPATEN LUWU UTARA
7324,73,KABUPATEN LUWU TIMUR
7326,73,KABUPATEN TORAJA UTARA
7371,73,KOTA MAKASSAR
7372,73,KOTA PARE PARE
7373,73,KOTA PALOPO
7401,74,KABUPATEN KOLAKA
7402,74,KABUPATEN KONAWE
7403,74,KABUPATEN MUNA
7404,74,KABUPATEN BUTON
7405,74,KABUPATEN KONAWE SELATAN
7406,74,KABUPATEN BOMBANA
7407,74,KABUPATEN WAKATOBI
7408,74,KABUPATEN KOLAKA UTARA
7409,74,KABUPATEN KONAWE UTARA
7410,74,KABUPATEN BUTON UTARA
7411,74,KABUPATEN KOLAKA TIMUR
7412,74,KABUPATEN KONAWE KEPULAUAN
7413,74,KABUPATEN MUNA BARAT
7414,74,KABUPATEN BUTON TENGAH
7415,74,KABUPATEN BUTON SELATAN
7471,74,KOTA KENDARI
7472,74,KOTA BAU BAU
7501,75,KABUPATEN GORONTALO
7502,75,KABUPATEN BOALEMO
7503,75,KABUPATEN BONE BOLANGO
7504,75,KABUPATEN PAHUWATO
7505,75,KABUPATEN GORONTALO UTARA
7571,75,KOTA GORONTALO
7601,76,KABUPATEN PASANGKAYU
7602,76,KABUPATEN MAMUJU
7603,76,KABUPATEN MAMASA
7604,76,KABUPATEN POLEWALI MANDAR
7605,76,KABUPATEN MAJENE
7606,76,KABUPATEN MAMUJU TENGAH
8101,81,KABUPATEN MALUKU TENGAH
8102,81,KABUPATEN MALUKU TENGGARA
8103,81,KABUPATEN KEPULAUAN TANIMBAR
8104,81,KABUPATEN BURU
8105,81,KABUPATEN SERAM BAGIAN TIMUR
8106,81,KABUPATEN SERAM BAGIAN BARAT
8107,81,KABUPATEN KEPULAUAN ARU
8108,81,KABUPATEN MALUKU BARAT DAYA
8109,81,KABUPATEN BURU SELATAN
8171,81,KOTA AMBON
8172,81,KOTA TUAL
8201,82,KABUPATEN HALMAHERA BARAT
8202,82,KABUPATEN HALMAHERA TENGAH
8203,82,KABUPATEN HALMAHERA UTARA
8204,82,KABUPATEN HALMAHERA SELATAN
8205,82,KABUPATEN KEPULAUAN SULA
8206,82,KABUPATEN HALMAHERA TIMUR
8207,82,KABUPATEN PULAU MOROTAI
8208,82,KABUPATEN PULAU TALIABU
8271,82,KOTA TERNATE
8272,82,KOTA TIDORE KEPULAUAN
9101,91,KABUPATEN MERAUKE
9102,91,KABUPATEN JAYAWIJAYA
9103,91,KABUPATEN JAYAPURA
9104,91,KABUPATEN NABIRE
9105,91,KABUPATEN KEPULAUAN YAPEN
9106,91,KABUPATEN BIAK NUMFOR
9107,91,KABUPATEN PUNCAK JAYA
9108,91,KABUPATEN PANIAI
9109,91,KABUPATEN MIMIKA
9110,91,KABUPATEN SARMI
9111,91,KABUPATEN KEEROM
9112,91,KABUPATEN PEGUNUNGAN BINTANG
9113,91,KABUPATEN YAHUKIMO
9114,91,KABUPATEN TOLIKARA
9115,91,KABUPATEN WAROPEN
9116,91,KABUPATEN BOVEN DIGOEL
9117,91,KABUPATEN MAPPI
9118,91,KABUPATEN ASMAT
9119,91,KABUPATEN SUPIORI
9120,91,KABUPATEN MAMBERAMO RAYA
9121,91,KABUPATEN MAMBERAMO TENGAH
9122,91,KABUPATEN YALIMO
9123,91,KABUPATEN LANNY JAYA
9124,91,KABUPATEN NDUGA
9125,91,KABUPATEN PUNCAK
9126,91,KABUPATEN DOGIYAI
9127,91,KABUPATEN INTAN JAYA
9128,91,KABUPATEN DEIYAI
9171,91,KOTA JAYAPURA
9201,92,KABUPATEN SORONG
9202,92,KABUPATEN MANOKWARI
9203,92,KABUPATEN FAK FAK
9204,92,KABUPATEN SORONG SELATAN
9205,92,KABUPATEN RAJA AMPAT
9206,92,KABUPATEN TELUK BINTUNI
9207,92,KABUPATEN TELUK WONDAMA
9208,92,KABUPATEN KAIMANA
9209,92,KABUPATEN TAMBRAUW
9210,92,KABUPATEN MAYBRAT
9211,92,KABUPATEN MANOKWARI SELATAN
9212,92,KABUPATEN PEGUNUNGAN ARFAK
9271,92,KOTA SORONG
